src_ip,dst_ip,protocol,src_port,dst_port,bytes_sent,bytes_received,duration,packet_count,attack_type
227.197.241.237,233.154.69.112,TCP,10680,16736,1989,3844,574,14,normal
28.147.47.244,36.67.174.224,UDP,56755,39728,6063,6643,345,105,normal
55.118.80.1,232.135.141.31,ICMP,25700,54749,4158,6632,459,96,normal
66.198.144.144,88.254.125.93,TCP,60847,30024,743,4658,31,133,normal
7.219.163.85,247.214.226.72,ICMP,17717,23375,8532,1019,576,39,normal
110.234.48.90,50.87.123.247,TCP,5121,5789,2903,7263,344,43,normal
153.209.232.85,51.219.199.189,ICMP,8754,6864,2304,898,529,14,ddos
253.165.151.36,104.10.217.185,ICMP,26836,22011,2297,6544,152,11,normal
58.122.51.32,84.82.28.91,TCP,63261,21611,3923,7402,407,93,normal
31.95.13.84,247.154.88.127,TCP,49395,62265,1675,8343,539,142,normal
231.7.210.119,143.105.156.140,ICMP,38437,63048,6787,6681,436,70,normal
159.43.208.143,65.28.168.88,TCP,12360,48139,2284,267,94,100,normal
96.118.174.141,238.187.191.221,TCP,53332,6371,7088,2218,250,64,normal
180.174.133.22,77.69.142.187,TCP,39284,45793,9127,9986,377,139,icmp_flood
67.210.70.71,215.224.247.75,ICMP,32228,36098,7423,1540,318,149,normal
101.100.17.218,29.90.154.253,TCP,48598,21927,4247,8259,555,2,normal
220.85.203.169,102.110.189.107,ICMP,34222,14487,5425,8104,503,53,normal
183.155.242.35,219.10.169.25,UDP,13732,10865,7549,528,123,7,normal
35.14.212.255,169.125.236.171,ICMP,36007,49557,3531,2579,12,68,normal
90.123.80.226,203.181.91.171,TCP,40562,39962,8521,1122,418,13,normal
224.141.101.87,59.52.236.80,ICMP,36430,16001,3931,8968,252,78,normal
157.121.206.221,69.127.47.237,UDP,14763,20982,513,4565,333,38,normal
93.9.81.207,64.41.57.139,ICMP,28824,55508,3171,3634,107,46,normal
100.195.254.200,20.48.242.169,TCP,11067,34013,6979,2247,49,53,normal
79.142.156.229,119.70.215.43,UDP,50041,47587,8448,7175,369,138,normal
114.85.82.232,242.95.30.241,TCP,51950,26725,729,7579,460,42,brute_force
2.105.133.48,215.131.129.51,ICMP,29357,43286,7842,8083,216,128,normal
142.244.63.63,222.154.254.66,ICMP,39369,13393,4669,5776,457,104,normal
195.14.13.207,90.166.100.144,TCP,20337,37480,7523,5885,491,87,normal
69.26.58.110,219.241.132.106,ICMP,45564,63616,7382,407,298,64,normal
243.134.46.136,55.21.170.84,UDP,29256,41341,7304,1875,158,20,normal
233.78.104.79,65.184.38.168,UDP,54414,57861,6260,3479,182,101,normal
169.91.106.166,137.163.103.68,UDP,28573,46938,744,6303,488,67,normal
74.251.231.224,232.51.116.168,TCP,24860,51264,6138,245,515,88,normal
255.13.172.4,17.27.58.94,UDP,65145,49158,7129,6137,492,138,normal
118.51.214.122,117.64.21.237,UDP,42513,63805,2142,2495,311,84,normal
210.59.52.62,250.65.145.245,ICMP,3368,11978,3180,2124,539,138,normal
83.78.245.131,247.65.18.187,TCP,34506,51328,5113,8358,289,97,normal
241.62.252.190,48.161.57.80,UDP,41081,35176,8013,9407,476,116,port_scan
187.245.211.43,17.33.116.155,UDP,35340,43455,8962,3860,398,23,normal
79.214.6.32,205.185.202.115,TCP,63177,19670,4527,7967,360,24,normal
70.151.29.104,224.57.121.220,TCP,32392,908,7611,9974,598,96,normal
175.108.69.24,22.168.181.201,TCP,19746,30300,2438,2288,59,71,normal
167.253.164.21,118.126.238.65,UDP,33727,58341,493,956,110,125,normal
6.126.252.203,36.71.254.197,TCP,44224,23766,5907,1375,234,81,normal
131.232.8.147,39.12.65.12,ICMP,60034,354,7840,9875,59,111,normal
208.50.136.159,7.143.40.176,ICMP,6283,14641,4849,7414,341,76,normal
208.199.79.186,107.77.203.25,ICMP,14383,25267,1515,898,55,68,normal
25.42.69.158,200.196.103.100,TCP,5891,49511,4612,1941,503,111,normal
106.42.76.131,207.235.217.87,TCP,42215,13640,5090,9745,224,23,normal
49.249.143.33,30.153.173.236,UDP,63465,20136,7216,8351,343,50,port_scan
238.237.7.195,150.26.191.219,UDP,32109,11839,1579,2681,90,22,normal
58.226.199.172,45.173.219.188,ICMP,39163,63836,6386,2785,120,49,normal
14.79.2.69,134.33.87.222,ICMP,51903,34378,2544,990,241,51,ddos
253.18.7.29,27.118.31.79,UDP,13267,39622,6707,9705,385,53,normal
178.143.83.168,151.113.158.20,ICMP,12642,30474,8872,9124,151,49,port_scan
101.163.218.175,105.237.187.174,ICMP,3430,43540,9469,3399,404,38,normal
158.137.192.215,44.189.242.45,ICMP,46753,339,1203,8563,477,42,normal
176.8.225.203,24.24.46.56,UDP,41352,12867,1324,865,7,9,normal
44.175.47.147,13.23.249.67,TCP,35142,22081,9619,8140,369,125,normal
10.130.35.92,15.178.16.88,UDP,17435,27883,1491,5712,146,41,normal
125.134.177.80,101.40.127.149,UDP,65531,45924,9146,7036,362,35,normal
229.62.57.116,238.113.111.209,TCP,38315,18588,5092,2328,148,63,normal
251.167.226.209,82.126.114.46,TCP,12400,43195,5098,7599,214,121,normal
202.233.224.199,102.115.89.84,TCP,34597,10878,9768,5322,572,41,normal
31.128.170.159,28.106.152.132,ICMP,29222,14250,6233,7970,527,126,normal
47.14.180.45,60.170.54.187,UDP,3271,63691,3238,4330,189,125,normal
52.172.3.148,111.135.6.111,UDP,30214,37115,9964,7825,420,61,normal
45.27.251.155,96.77.228.243,ICMP,55014,56939,8986,2335,403,137,normal
76.91.21.135,218.81.36.172,TCP,39148,23624,1156,8099,77,40,normal
50.138.148.58,185.67.239.147,TCP,14218,25595,4037,2060,529,31,normal
201.145.102.76,114.193.241.15,ICMP,40488,7219,4710,6696,53,78,normal
142.204.52.14,210.219.229.27,UDP,29202,49769,4201,9388,583,125,normal
127.236.97.157,231.38.167.166,ICMP,31247,1074,557,7743,260,66,normal
51.99.103.142,30.114.120.115,ICMP,50280,55121,9203,2702,568,53,normal
93.238.161.230,39.95.30.14,TCP,34282,6890,2541,6951,286,35,normal
74.222.105.169,125.219.71.9,UDP,28134,35765,1673,4375,179,17,normal
37.255.223.28,144.66.98.251,ICMP,29132,7652,8004,5913,82,134,normal
31.212.130.90,186.79.82.111,ICMP,43428,14876,5299,4619,404,11,normal
62.209.165.239,98.135.22.224,TCP,28759,6363,4196,3506,19,147,icmp_flood
241.212.181.27,251.29.197.180,ICMP,28408,56270,465,9632,400,77,normal
42.171.89.108,73.69.220.133,UDP,42223,31373,2944,3266,515,93,normal
36.176.203.236,236.222.230.14,UDP,53652,17885,3099,7377,459,135,normal
44.127.164.83,21.87.208.66,ICMP,61029,50721,983,7829,24,111,normal
163.83.83.129,244.43.53.134,UDP,46848,24844,7081,4121,116,55,normal
194.96.62.192,24.52.158.223,UDP,40567,54985,3644,361,528,77,normal
167.139.21.181,198.194.120.17,TCP,31449,45276,8966,886,46,85,normal
180.22.192.13,182.128.46.254,TCP,50317,4674,914,7683,308,111,normal
160.71.71.238,158.151.185.66,UDP,13318,55351,9765,9488,536,134,normal
98.247.123.175,65.49.125.45,UDP,12180,36019,5559,556,544,3,normal
188.194.179.45,136.122.191.215,TCP,12859,17076,9116,6870,554,96,icmp_flood
191.53.152.226,69.195.145.62,TCP,12962,11292,1092,3617,132,91,port_scan
254.50.84.150,242.49.74.98,ICMP,5551,63896,1015,3501,165,43,normal
62.64.140.84,138.62.41.18,TCP,38501,955,2837,1312,165,139,normal
59.95.89.40,191.131.8.169,TCP,28341,49843,5208,4792,255,132,normal
186.250.41.48,75.189.58.247,TCP,10104,9231,2899,336,432,30,normal
204.42.118.158,187.45.103.252,UDP,2144,40504,7965,7540,372,101,normal
47.197.131.238,75.255.207.189,UDP,58420,29577,4483,7409,81,74,normal
182.85.215.131,151.132.215.205,TCP,48565,9873,1785,2228,156,5,normal
249.138.101.121,113.107.254.126,ICMP,23887,36132,486,1840,542,29,normal
127.53.9.182,113.150.232.64,ICMP,8485,22916,8106,914,85,50,normal
179.149.150.58,38.192.37.36,ICMP,8188,35891,5355,4618,111,15,normal
80.244.95.23,179.135.35.78,UDP,45034,22908,6776,6657,135,105,normal
47.220.220.64,209.74.168.93,TCP,16633,64560,4270,7914,505,75,normal
211.201.66.163,53.139.145.60,ICMP,58484,9431,6311,4225,304,126,normal
48.8.167.43,164.255.225.187,ICMP,58115,12175,9440,8613,40,118,normal
84.26.152.74,251.212.228.55,TCP,55862,52623,8312,9031,156,126,normal
223.65.115.141,241.182.75.18,UDP,14218,1506,8318,2804,445,42,normal
129.156.66.188,34.140.111.252,UDP,32710,18707,3423,1641,258,70,normal
7.168.149.215,235.116.120.92,TCP,26488,41883,2826,7157,439,27,normal
206.204.128.68,13.70.75.188,ICMP,1204,58135,245,7702,386,95,normal
26.33.179.125,214.212.136.252,TCP,13743,38604,3191,4544,198,40,normal
11.167.200.226,155.49.244.100,UDP,22755,57681,9399,2729,243,93,normal
83.121.160.45,175.83.61.70,ICMP,14342,38175,7843,2430,92,2,normal
72.173.117.48,107.230.85.74,ICMP,42352,26901,3616,7513,396,138,normal
45.235.167.228,165.76.123.228,UDP,12845,5290,8726,3938,370,115,normal
64.181.180.168,159.178.151.128,ICMP,57643,88,7480,619,340,69,normal
29.94.159.179,9.30.60.70,ICMP,43203,13133,9343,7128,472,37,normal
144.149.23.14,121.144.80.226,TCP,19762,56394,4540,6952,546,101,normal
54.117.96.10,154.48.113.27,TCP,54571,48921,3081,2638,308,19,normal
6.158.218.154,74.37.101.101,UDP,25087,7478,9932,6129,70,7,normal
58.243.155.250,233.35.142.213,UDP,44452,29100,5712,2338,155,126,normal
216.218.60.18,230.4.40.119,UDP,50374,53023,570,5841,220,22,normal
93.65.109.140,205.218.32.229,TCP,64043,22996,1539,8453,585,121,normal
62.102.179.204,51.232.40.254,TCP,33468,10323,8402,5133,44,1,normal
208.16.181.75,148.26.18.124,ICMP,34112,3999,8412,6442,419,24,normal
194.58.5.233,121.85.168.166,TCP,62433,21520,7896,472,385,31,normal
179.22.156.87,61.186.114.52,ICMP,37670,24587,2388,4567,321,42,normal
12.161.93.238,68.132.190.180,TCP,60506,13801,5887,6054,235,66,normal
170.243.169.190,237.246.117.124,TCP,23784,58640,4146,1775,491,2,normal
238.107.179.242,156.251.50.182,UDP,24529,12268,8793,7853,597,34,normal
124.199.82.30,127.243.112.244,UDP,53026,6010,5237,4254,470,75,ddos
253.202.124.162,182.230.118.94,ICMP,29909,43842,8483,4247,206,133,normal
65.66.243.127,113.48.201.215,ICMP,49422,56365,3977,7881,189,119,normal
146.25.176.219,214.213.54.115,ICMP,1196,22754,567,1725,240,80,normal
136.151.85.206,26.112.55.92,UDP,1977,4027,183,7312,131,68,normal
172.210.194.184,64.215.126.160,ICMP,33678,2792,2468,4574,470,24,normal
25.45.251.111,192.206.210.145,ICMP,39506,9877,5392,8605,14,17,ddos
59.7.117.208,6.23.206.174,ICMP,60099,30217,8715,4917,21,37,ddos
211.40.248.130,46.170.81.84,ICMP,47419,45876,7307,5009,6,15,normal
145.132.218.97,113.118.255.16,TCP,64851,46670,8909,7477,178,44,ddos
7.93.175.23,156.240.214.60,UDP,7558,37307,3217,6300,225,49,brute_force
192.119.163.246,99.234.193.244,TCP,29872,34823,2413,1010,366,80,brute_force
123.136.155.235,232.126.194.204,TCP,11433,31748,6977,1970,264,43,normal
225.236.98.75,226.158.42.26,ICMP,7651,24207,3275,1708,565,55,normal
190.153.205.175,137.192.185.178,TCP,4901,6948,2181,3246,139,111,normal
67.101.85.78,29.158.109.17,ICMP,27495,58877,8148,7210,172,109,normal
67.230.234.91,129.134.209.228,ICMP,6523,52679,5614,4535,141,23,normal
42.220.20.230,102.255.172.229,UDP,38207,29794,2517,8533,381,116,normal
248.72.192.153,209.65.81.134,TCP,37670,50278,6830,7249,565,40,normal
195.231.186.208,137.78.144.144,ICMP,13395,13900,7055,1467,495,112,normal
34.218.173.240,55.154.199.140,TCP,28193,17612,613,3201,251,149,normal
45.14.206.163,34.58.144.198,UDP,41001,15194,6219,6964,485,97,normal
8.166.186.96,178.51.58.124,TCP,15653,9098,6713,680,293,111,normal
22.114.58.166,244.56.102.142,UDP,54595,24721,5448,1150,252,67,normal
139.67.148.14,10.133.188.118,UDP,61561,36216,9749,3409,32,100,normal
40.209.237.231,97.155.202.220,ICMP,14354,60454,2357,7598,573,117,normal
42.155.119.187,14.46.32.58,TCP,12587,57040,5097,8083,241,131,normal
246.6.77.123,153.186.130.241,TCP,2405,48255,9036,812,12,100,normal
186.147.8.204,35.100.76.35,TCP,39263,45598,2307,9727,521,10,normal
67.92.88.4,199.21.16.182,ICMP,16747,21129,4846,9607,538,92,normal
92.115.6.17,138.33.187.246,TCP,24202,27551,9240,1361,395,8,normal
98.197.102.38,72.104.244.60,ICMP,25765,16235,5501,5350,190,67,normal
39.4.195.97,170.233.141.49,ICMP,59657,16320,2667,5838,355,47,normal
137.175.81.141,242.152.185.60,ICMP,25751,23446,3563,1813,219,36,normal
15.165.1.24,78.149.173.59,TCP,37449,28839,5760,3270,153,7,normal
56.209.183.243,146.68.211.216,UDP,59167,2463,5676,4943,11,7,normal
233.44.185.124,157.174.239.187,TCP,56706,51566,9685,7275,583,6,normal
113.29.142.115,145.108.72.19,TCP,48238,32372,6650,8264,85,48,normal
52.157.102.192,136.242.34.233,TCP,10073,35057,8197,9415,357,64,normal
174.169.128.155,216.218.173.129,UDP,21104,28021,1387,9395,214,137,normal
14.238.61.98,107.31.80.111,TCP,20403,43030,8182,5411,127,18,normal
48.67.242.49,16.209.121.94,TCP,29585,40717,856,7344,113,110,normal
191.54.64.184,181.240.100.42,TCP,1387,42581,3990,7984,533,87,normal
84.76.127.246,108.190.86.39,TCP,30020,6424,6446,434,438,28,normal
158.127.213.56,87.205.101.227,UDP,24546,33355,1612,3046,37,149,ddos
198.91.214.109,223.242.14.185,ICMP,59022,13197,4977,7214,192,73,normal
94.17.104.161,149.34.214.119,TCP,19617,30109,4177,3265,128,99,normal
36.253.232.194,254.251.97.197,TCP,6469,17159,1759,2792,427,77,normal
85.178.190.131,142.168.25.118,TCP,59091,27188,3090,5885,305,20,normal
156.76.167.178,201.190.26.149,TCP,11602,55823,278,2957,273,24,normal
182.205.77.172,55.187.224.181,TCP,58243,27040,4497,3016,354,66,normal
50.42.50.100,91.93.13.42,ICMP,42022,51149,5560,4746,365,107,normal
20.119.147.195,127.150.179.197,TCP,39361,37235,5392,8713,457,140,normal
16.25.40.77,215.73.142.75,ICMP,62544,3580,7404,2382,482,145,normal
224.115.31.238,97.75.49.31,UDP,22556,9876,6074,8656,204,72,normal
101.120.243.102,22.250.170.165,ICMP,29464,61081,4642,5744,5,74,ddos
252.167.194.22,15.250.108.124,ICMP,56340,31717,9856,8143,222,59,normal
46.142.128.228,227.131.171.45,ICMP,19149,11012,9654,3277,479,24,normal
249.118.255.27,251.176.19.182,ICMP,39729,21378,4592,7416,85,44,normal
99.132.213.137,177.168.15.117,ICMP,20857,16936,7468,2712,104,148,normal
95.105.136.19,99.252.175.60,TCP,10322,55443,6140,2488,335,127,normal
5.42.205.106,179.124.161.205,ICMP,11300,63261,9506,9909,139,105,normal
158.249.149.82,144.187.221.51,TCP,18349,40948,6957,4770,167,15,icmp_flood
184.166.239.145,208.169.254.179,UDP,57110,52195,5448,5586,415,79,normal
85.115.126.67,93.116.119.105,TCP,19478,31121,2974,1188,279,149,normal
102.198.207.39,242.76.160.62,TCP,54466,11654,7927,8146,594,148,normal
55.112.135.207,63.45.120.154,ICMP,18544,65369,7175,8264,404,56,normal
237.19.114.111,56.22.100.9,UDP,38735,52977,7227,5259,227,86,normal
230.244.97.116,157.203.227.210,ICMP,47240,12362,8068,5955,462,104,normal
103.229.244.233,29.63.33.182,UDP,55952,59032,1439,4972,392,50,normal
65.142.201.147,132.105.255.77,TCP,4275,15389,5093,1003,53,75,normal
77.211.68.239,72.176.14.84,TCP,4511,64335,759,2530,285,53,normal
147.144.151.117,19.186.212.195,UDP,46781,1856,4630,621,288,126,normal
100.180.178.60,48.142.142.217,UDP,37056,45787,1435,7949,374,132,normal
109.223.24.75,157.51.7.9,TCP,42344,53379,7854,426,248,43,normal
197.130.137.94,140.236.171.19,TCP,64189,32048,4118,3763,364,112,normal
55.216.186.124,152.161.82.252,UDP,52979,28166,8364,422,589,97,normal
24.53.130.166,80.64.59.143,TCP,25094,19287,8238,8627,91,41,normal
245.255.210.247,220.208.75.136,UDP,33839,17894,3172,7765,574,93,normal
47.179.194.56,10.215.175.226,ICMP,14842,63852,6655,4176,187,130,normal
124.145.233.115,113.134.240.36,UDP,28001,61495,5643,8315,69,81,normal
149.166.216.192,181.59.90.144,UDP,52190,32746,5251,8236,250,55,normal
10.248.245.159,124.77.92.116,TCP,55484,63866,7420,5625,347,57,normal
105.49.57.255,243.8.173.18,UDP,48514,10325,3445,3710,102,83,normal
82.178.227.192,24.69.132.148,ICMP,15079,20295,2511,2995,254,52,normal
54.108.220.125,153.242.242.140,UDP,49091,53360,7749,4748,280,19,normal
51.11.69.139,232.121.24.111,ICMP,24361,35729,5846,2774,274,34,normal
110.218.150.82,105.40.155.230,TCP,51738,49671,9314,1314,166,65,normal
68.192.164.115,115.190.252.48,UDP,14502,47195,6235,3813,258,10,normal
64.3.124.32,202.158.57.42,TCP,62232,17688,4070,9819,344,68,normal
147.91.251.30,13.71.208.177,ICMP,46790,55446,1681,5197,80,67,normal
82.182.218.193,99.236.157.248,ICMP,38419,20227,7697,5178,103,35,normal
90.110.146.30,61.81.166.113,ICMP,61525,39433,1430,9265,70,69,normal
92.105.185.155,53.5.105.100,ICMP,49205,19044,8840,4693,31,75,normal
106.143.70.118,21.48.36.42,TCP,42089,18018,3184,136,234,127,normal
14.196.59.52,216.212.140.32,ICMP,1207,60552,780,7955,325,88,normal
7.234.176.209,80.240.103.197,UDP,13788,25089,1693,4817,511,86,normal
197.63.171.133,57.21.209.77,ICMP,43378,41084,8538,2117,208,132,normal
70.48.239.211,177.39.86.34,TCP,10670,54644,4907,7930,315,18,normal
73.220.223.147,234.220.172.147,TCP,16702,35441,4760,5015,597,13,normal
51.235.107.40,57.124.52.127,TCP,59135,36442,1884,7395,261,63,normal
197.211.186.120,70.94.24.82,ICMP,18629,61716,8669,1097,345,89,normal
86.223.79.182,228.43.135.73,TCP,16525,60858,2334,8577,184,82,port_scan
100.242.37.216,237.96.254.140,UDP,49612,47188,9197,6612,466,128,normal
152.20.24.138,123.120.204.131,UDP,64848,20095,5179,8490,477,63,normal
219.115.255.20,60.244.42.251,UDP,3826,12165,9855,1730,333,31,normal
115.45.42.160,6.76.253.25,TCP,47980,37138,1860,5202,24,39,normal
82.136.75.93,152.197.213.179,UDP,22737,11414,6660,168,307,124,normal
163.2.121.4,229.62.85.105,ICMP,42233,52407,2709,9935,6,36,normal
6.248.245.79,94.71.125.199,ICMP,55510,11560,613,154,299,88,normal
185.140.118.176,183.246.33.204,TCP,13021,23679,8186,6997,500,78,normal
13.188.25.44,162.155.217.114,TCP,54994,23096,5969,1881,376,66,normal
213.127.162.160,91.213.110.102,TCP,12466,45531,7879,820,39,106,normal
128.93.233.74,203.183.105.68,TCP,65417,60695,879,3712,377,30,normal
3.107.242.113,65.59.105.54,TCP,49932,57521,1738,2159,528,41,normal
237.193.156.150,8.51.120.130,ICMP,41516,46942,3740,6052,216,17,normal
88.85.102.205,222.4.152.196,TCP,34306,26322,8685,5291,570,45,normal
148.110.76.237,121.210.225.102,ICMP,63330,33380,9818,9897,509,31,normal
102.128.105.141,2.92.239.246,UDP,18279,62960,7503,3324,478,10,normal
40.170.234.70,140.149.254.143,TCP,46534,22497,2070,4934,371,36,normal
16.113.164.116,35.240.113.172,TCP,6633,45351,1002,2516,48,112,normal
201.93.196.120,163.87.123.76,TCP,17786,27592,8749,3762,35,112,normal
77.104.11.249,64.8.28.245,UDP,16055,13155,3803,2299,92,33,normal
66.94.80.31,149.40.102.31,TCP,45494,7713,2247,8735,442,25,brute_force
171.145.129.235,222.117.210.183,UDP,17679,24400,3630,8035,92,51,normal
176.243.255.120,174.125.136.214,UDP,47141,63470,1268,5326,304,92,normal
135.63.79.74,245.215.72.145,ICMP,22584,58335,4037,7786,541,105,normal
238.27.61.66,230.13.101.247,UDP,13218,7134,791,2918,8,79,normal
243.89.125.125,53.87.164.222,ICMP,36298,5548,7711,3335,520,134,normal
160.182.19.36,37.181.149.101,UDP,13166,62721,678,300,377,22,normal
99.151.40.187,147.135.43.93,ICMP,40976,29391,367,5886,141,27,normal
135.210.219.86,140.125.167.162,TCP,55523,22074,9298,6688,546,85,normal
159.167.254.162,237.98.16.107,UDP,2963,1612,8259,2367,369,135,normal
39.197.19.188,42.216.56.178,UDP,50193,13749,9044,2914,581,40,normal
43.123.139.145,118.95.16.108,TCP,22561,42631,1462,7947,272,118,normal
174.48.143.9,57.224.17.119,TCP,5170,32219,7161,8673,546,88,normal
255.129.67.141,22.4.174.74,TCP,58242,1701,590,2695,359,11,normal
153.165.233.91,123.108.180.30,TCP,49305,54918,7403,4534,176,54,normal
121.155.10.88,220.216.91.11,ICMP,29390,6863,4210,2282,401,37,normal
206.224.46.231,142.42.172.247,TCP,55703,59921,3403,4809,272,106,normal
169.170.80.116,82.37.234.9,TCP,47493,42236,5893,3610,441,134,normal
83.49.29.24,224.87.218.84,TCP,44472,62733,3879,2137,67,91,normal
121.191.13.76,123.24.161.76,TCP,64012,1065,1687,5597,465,87,normal
11.71.179.188,127.153.49.170,ICMP,32104,61034,887,3369,318,98,normal
21.227.27.225,74.169.242.36,UDP,63170,29117,6527,5390,519,126,normal
76.48.155.121,178.197.232.57,ICMP,25039,44911,9424,5187,20,76,normal
55.139.194.30,151.46.250.60,ICMP,20353,60487,1863,4476,425,39,normal
210.71.11.163,205.149.246.60,TCP,45351,27603,8427,8265,155,94,normal
249.104.106.169,195.208.212.90,TCP,59440,51379,8712,7252,208,15,normal
195.173.68.197,128.160.113.14,ICMP,62937,62814,8262,1457,445,54,port_scan
207.232.249.148,187.150.248.179,TCP,11477,2956,7714,2118,509,118,normal
18.28.1.191,109.163.219.173,UDP,39883,11709,8686,3001,203,63,normal
36.95.160.254,21.36.154.5,TCP,33051,59848,1076,560,318,49,normal
63.166.83.254,161.56.167.140,ICMP,60846,21278,9034,435,411,37,normal
74.16.247.254,151.118.172.222,ICMP,34163,8918,1406,3547,116,12,normal
243.194.128.53,198.183.145.113,UDP,1303,43789,8689,8719,472,9,normal
154.109.28.60,29.76.149.121,UDP,36502,37136,5907,2675,122,11,normal
27.122.67.81,224.208.111.225,TCP,26211,57778,7813,7432,593,48,normal
6.187.1.171,212.65.123.91,TCP,48841,14690,1533,7072,517,56,normal
33.73.177.182,2.51.90.211,TCP,32560,27288,3505,5764,205,29,normal
126.43.5.148,106.150.169.218,TCP,33767,65419,7136,350,535,81,normal
21.57.127.145,47.103.194.63,UDP,55113,9689,1283,1752,549,128,normal
245.62.68.33,2.98.16.196,UDP,39084,398,6638,3532,578,93,normal
158.98.166.102,157.180.192.81,TCP,22877,27905,226,4183,594,101,normal
112.128.178.194,103.198.66.178,ICMP,31743,42254,741,501,478,46,normal
61.137.94.8,74.57.102.22,TCP,56513,39335,9929,1460,484,12,normal
192.154.16.178,206.249.67.249,UDP,21435,13908,993,1409,39,130,normal
113.199.157.76,226.216.158.147,TCP,29518,61186,5064,3688,231,145,normal
112.182.92.49,108.93.254.108,TCP,37570,27603,5305,2832,252,11,normal
59.108.49.91,98.152.63.246,TCP,33222,9923,7268,2094,27,139,normal
192.152.115.97,122.62.71.3,UDP,12063,48549,1664,4675,575,12,normal
253.86.138.26,50.1.67.58,ICMP,12511,14819,2126,6430,463,8,icmp_flood
169.151.162.97,138.29.84.200,TCP,18069,47802,6990,1828,60,1,normal
111.107.30.136,46.5.49.226,UDP,53018,57687,6129,4152,429,52,normal
219.39.64.100,228.77.27.69,TCP,49531,21809,1218,6488,132,133,normal
67.195.223.88,168.45.74.105,TCP,23116,24885,9600,5424,408,107,normal
17.75.76.6,109.194.36.221,UDP,61441,2438,4560,9970,400,77,normal
184.120.3.228,189.91.81.195,UDP,6494,4080,4279,6312,125,22,normal
105.227.28.127,136.71.188.136,UDP,35882,29123,7371,9146,89,23,normal
183.99.69.168,102.114.101.169,UDP,63540,52902,2648,1383,93,1,normal
216.4.26.232,22.38.110.190,UDP,50376,48201,2010,834,335,47,normal
73.194.84.206,142.86.201.245,UDP,16862,17004,4319,9919,12,138,normal
237.133.200.67,127.25.252.148,TCP,16764,50049,4362,3069,208,82,normal
180.247.84.29,121.228.220.210,UDP,4224,58355,9663,7262,175,66,normal
127.64.220.143,155.15.113.210,ICMP,64771,21722,2205,3868,402,148,normal
189.83.174.157,37.134.114.217,UDP,42670,9494,6048,840,381,43,normal
251.71.248.61,60.180.254.133,TCP,19911,27083,4555,1141,123,10,normal
136.35.12.69,28.172.147.35,ICMP,4740,52153,2878,1692,311,141,ddos
10.213.65.5,115.242.156.243,UDP,2267,7637,8963,6053,251,71,normal
228.154.232.15,103.76.83.233,ICMP,19707,16084,1824,279,124,45,normal
221.25.5.133,155.120.17.236,TCP,6660,43567,172,7401,589,105,normal
169.184.71.106,44.81.39.131,TCP,61809,43687,5308,855,170,44,normal
46.250.180.76,2.26.17.231,TCP,25767,44827,7624,2016,103,44,normal
86.141.3.54,32.244.97.57,UDP,54201,21209,4852,3588,483,80,normal
247.184.117.56,188.72.231.156,ICMP,1049,59495,4385,6131,48,91,normal
191.87.115.121,236.249.15.39,UDP,9255,17721,6491,5706,381,43,normal
251.168.216.40,101.53.163.249,ICMP,65359,21983,1433,1463,167,82,normal
22.16.132.77,236.71.45.46,TCP,6014,65285,9046,129,27,28,normal
19.141.128.235,192.142.99.168,UDP,5964,55855,4158,120,277,10,normal
217.63.148.254,14.219.238.14,UDP,25011,1335,8874,7288,159,23,normal
114.97.104.64,182.78.208.4,ICMP,6692,32330,1714,1247,224,39,port_scan
29.30.27.172,243.162.225.50,TCP,34107,7521,3121,8596,14,16,normal
12.120.32.196,110.49.165.108,UDP,54873,11428,9808,675,163,143,normal
189.216.46.202,110.139.141.73,UDP,43828,64924,9170,7220,173,85,normal
245.149.99.139,240.83.91.225,ICMP,53402,64839,3680,396,335,82,normal
233.138.174.133,40.135.187.168,TCP,5971,17791,5567,2977,326,5,normal
119.109.8.168,154.205.188.85,UDP,11810,30481,4724,8176,116,37,normal
81.32.47.57,82.206.239.254,UDP,15475,19173,8086,6945,548,20,normal
109.180.247.21,94.121.174.212,TCP,5290,30029,9004,6608,151,43,normal
188.56.198.218,121.64.131.135,ICMP,60508,31014,5860,8662,539,135,normal
107.115.8.76,21.195.125.216,ICMP,60318,58207,9529,673,20,78,normal
59.231.27.76,72.189.163.237,TCP,39939,43957,234,7293,598,86,normal
201.62.90.106,240.224.32.105,ICMP,37459,23958,4762,2762,339,43,normal
219.49.216.248,9.254.69.135,ICMP,15943,49847,9727,8348,190,43,normal
129.130.251.159,164.193.252.48,UDP,3951,2069,9044,675,33,85,normal
250.82.192.242,62.43.80.95,ICMP,55093,23341,2769,6579,9,16,normal
69.37.75.143,29.68.21.32,ICMP,54098,2464,8597,6310,248,83,ddos
197.65.213.159,97.8.157.166,UDP,41412,13035,8691,5986,493,41,normal
7.84.114.222,118.169.34.100,TCP,61044,56867,9442,883,431,141,normal
119.250.111.20,107.177.7.20,UDP,36713,12662,6303,6613,12,42,brute_force
46.152.197.50,39.172.55.38,ICMP,40095,55791,7237,2804,417,19,normal
56.178.57.129,204.154.229.106,TCP,48343,19704,2848,3114,295,135,normal
212.247.53.167,15.30.146.36,ICMP,5595,18301,448,2122,304,61,normal
14.150.127.195,205.133.72.82,ICMP,7944,24801,7741,7835,597,6,normal
